Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Mary Mercy Hospital,St Mary Mercy Hospital,"36475 5 Mile Rd  Livonia MI 48154 (42.394737, -83.405689)",36475 5 Mile Rd,,Livonia,MI,48154,(734) 655-4800,1013649557,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"710 E Main St Manchester, MI 48158 (42.153725, -84.028629)",710 E Main St,,Manchester,MI,48158,(734) 222-9800,1932446721,Community Setting,485
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"912 City Rd Manchester, MI 48158 (42.149617, -84.022923)",912 City Rd,,Manchester,MI,48158,(734) 222-9800,1932446721,Community Setting,500
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"777 W 8 Mile Rd Northville, MI 48167 (42.437258, -83.492546)",777 W 8 Mile Rd,,Northville,MI,48167,(734) 222-9800,1932446721,Community Setting,493
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"7190 N Maple Rd Saline, MI 48176 (42.183094, -83.773753)",7190 N Maple Rd,,Saline,MI,48176,(734) 222-9800,1932446721,Community Setting,488
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1000 N Lafayette St South Lyon, MI 48178 (42.471482, -83.652032)",1000 N Lafayette St,South Lyon Center For Active Senior,South Lyon,MI,48178,(248) 573-8175,1932446721,Community Setting,366
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"21000 Northline Rd Taylor, MI 48180 (42.2128, -83.240174)",21000 Northline Rd,Wayne County Community College,Taylor,MI,48180,(313) 943-4000,1932446721,Community Setting,422
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"23050 West Rd Brownstown Twp, MI 48183 (42.138247, -83.257552)",23050 West Rd,,Brownstown Twp,MI,48183,(734) 222-9800,1932446721,Community Setting,427
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2700 Westfield Rd Trenton, MI 48183 (42.144331, -83.205656)",2700 Westfield Rd,,Trenton,MI,48183,(734) 222-9800,1932446721,Community Setting,437
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"29066 Eton St Westland, MI 48186 (42.273395, -83.326197)",29066 Eton St,Gethsemene Missionary Baptist Churc,Westland,MI,48186,(734) 721-2557,1932446721,Community Setting,442
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"32150 Dorsey St Westland, MI 48186 (42.29238, -83.356094)",32150 Dorsey St,Jefferson Barns Community Vitality,Westland,MI,48186,(734) 419-2680,1932446721,Community Setting,447
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Canton Health Center,"1051 N Canton Center Rd Canton, MI 48187 (42.314308, -83.48751)",1051 N Canton Center Rd,Canton Health Center,Canton,MI,48187,(734) 844-5400,1932446721,Community Setting,373
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Michigan Medicine Canton Health Cen,"1051 N Canton Center Rd Canton, MI 48187 (42.314308, -83.48751)",1051 N Canton Center Rd,Michigan Medicine Canton Health Cen,Canton,MI,48187,(734) 844-5400,1932446721,Community Setting,374
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,St. Joseph Mercy Canton,"1600 S Canton Center Rd Canton, MI 48188 (42.294573, -83.486587)",1600 S Canton Center Rd,St. Joseph Mercy Canton,Canton,MI,48188,(734) 398-7557,1932446721,Community Setting,400
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"9101 Main St Whitmore Lake, MI 48189 (42.416881, -83.76057)",9101 Main St,,Whitmore Lake,MI,48189,(734) 222-9800,1932446721,Community Setting,499
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2333 Biddle Ave Wyandotte, MI 48192 (42.209694, -83.148776)",2333 Biddle Ave,,Wyandotte,MI,48192,(734) 222-9800,1932446721,Community Setting,429
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"81 Chestnut St Wyandotte, MI 48192 (42.205318, -83.149523)",81 Chestnut St,,Wyandotte,MI,48192,(734) 222-9800,1932446721,Community Setting,496
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"111 N Huron St Ypsilanti, MI 48197 (42.242771, -83.613123)",111 N Huron St,Sjm Haab Health Building,Ypsilanti,MI,48197,(734) 547-7977,1932446721,Community Setting,378
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"200 Arnet St Ypsilanti, MI 48198 (42.237662, -83.599572)",200 Arnet St,University Of Michigan-Ypsilanti He,Ypsilanti,MI,48198,(734) 482-6221,1932446721,Community Setting,411
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2025 E Clark Rd Ypsilanti, MI 48198 (42.257819, -83.568856)",2025 E Clark Rd,,Ypsilanti,MI,48198,(734) 222-9800,1932446721,Community Setting,414
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"58 Parsons St Detroit, MI 48201 (42.34818, -83.059483)",58 Parsons St,,Detroit,MI,48201,(734) 222-9800,1932446721,Community Setting,476
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Tabernacle Missionary Baptist Churc,"2080 W Grand Blvd Detroit, MI 48208 (42.357469, -83.107213)",2080 W Grand Blvd,Tabernacle Missionary Baptist Churc,Detroit,MI,48208,(313) 898-3325,1932446721,Community Setting,420
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"5555 Conner St Ste 2691 Detroit, MI 48213 (42.392516, -82.982411)",5555 Conner St Ste 2691,,Detroit,MI,48213,(734) 222-9800,1932446721,Community Setting,475
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"9641 Harper Ave Detroit, MI 48213 (42.39285, -83.007079)",9641 Harper Ave,,Detroit,MI,48213,(734) 222-9800,1932446721,Community Setting,503
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"18610 Fenkell St Detroit, MI 48223 (42.400929, -83.224227)",18610 Fenkell St,,Detroit,MI,48223,(734) 222-9800,1932446721,Community Setting,407
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"18900 Joy Rd Detroit, MI 48228 (42.357708, -83.225459)",18900 Joy Rd,,Detroit,MI,48228,(734) 222-9800,1932446721,Community Setting,408
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Joy-Southfield Health & Education C,"18917 Joy Rd Detroit, MI 48228 (42.35771, -83.225326)",18917 Joy Rd,Joy-Southfield Health & Education C,Detroit,MI,48228,(313) 581-7773,1932446721,Community Setting,409
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Kadesh Baptist Church,"20361 Plymouth Rd Detroit, MI 48228 (42.371835, -83.239976)",20361 Plymouth Rd,Kadesh Baptist Church,Detroit,MI,48228,(313) 525-4723,1932446721,Community Setting,417
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Ahc Detroit Thea Bowman Community,"15400 W Mcnichols Rd Detroit, MI 48235 (42.416018, -83.198462)",15400 W Mcnichols Rd,Ahc Detroit Thea Bowman Community,Detroit,MI,48235,(313) 835-5990,1932446721,Community Setting,396
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Dmc Sinai Grace,"6001 W Outer Dr Detroit, MI 48235 (42.420111, -83.181039)",6001 W Outer Dr,Dmc Sinai Grace,Detroit,MI,48235,(313) 966-3300,1932446721,Community Setting,477
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"7800 W Outer Dr Ste 203 Detroit, MI 48235 (42.419361, -83.214686)",7800 W Outer Dr Ste 203,,Detroit,MI,48235,(734) 222-9800,1932446721,Community Setting,494
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"3500 15 Mile Rd Sterling Heights, MI 48310 (42.550508, -83.073477)",3500 15 Mile Rd,,Sterling Heights,MI,48310,(734) 222-9800,1932446721,Community Setting,451
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Henry Ford Macomb Hospital Corporation,Henry Ford Macomb Hospital Corporation,"44987 Schoenherr Rd Sterling Heights, MI 48313 (42.626722, -82.993275)",44987 Schoenherr Rd,Hfmc Optimeyes Super Vision Center,Sterling Heights,MI,48313,(586) 247-2940,1023114634,Community Setting,238
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Henry Ford Macomb Hospital Corporation,Henry Ford Macomb Hospital Corporation,"50505 Schoenherr Rd Ste 020 Shelby Township, MI 48315 (42.66728, -82.99455)",50505 Schoenherr Rd Ste 020,Hfmc Shelby Med Mall 4,Shelby Township,MI,48315,(586) 203-1600,1023114634,Community Setting,239
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"6777 W Maple Rd West Bloomfield, MI 48322 (42.541451, -83.409433)",6777 W Maple Rd,Henry Ford West Bloomfield Hosptial,West Bloomfield,MI,48322,(248) 661-4100,1932446721,Community Setting,483
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"6555 W Maple Rd West Bloomfield, MI 48322 (42.541672, -83.404536)",6555 W Maple Rd,,West Bloomfield,MI,48322,(248) 592-2300,1932446721,Community Setting,916
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1827 N Squirrel Rd Auburn Hills, MI 48326 (42.670714, -83.220497)",1827 N Squirrel Rd,,Auburn Hills,MI,48326,(248) 370-9353,1932446721,Community Setting,910
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2100 Pontiac Lake Rd Waterford, MI 48328 (42.650664, -83.32876)",2100 Pontiac Lake Rd,Oakland County Executive,Waterford,MI,48328,(248) 858-0484,1932446721,Community Setting,421
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1517 Joslyn Ave Pontiac, MI 48340 (42.679716, -83.280817)",1517 Joslyn Ave,Isso Temple,Pontiac,MI,48340,(248) 681-0193,1932446721,Community Setting,394
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"178 Green St Pontiac, MI 48341 (42.631403, -83.305748)",178 Green St,Victory Apostolic Church,Pontiac,MI,48341,(248) 334-2819,1932446721,Community Setting,405
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"45580 Woodward Ave Pontiac, MI 48341 (42.624774, -83.28398)",45580 Woodward Ave,Gary Burnstein Community Health Cen,Pontiac,MI,48341,(248) 309-3752,1932446721,Community Setting,462
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"39450 W 12 Mile Rd Novi, MI 48377 (42.497068, -83.437557)",39450 W 12 Mile Rd,,Novi,MI,48377,(734) 222-9800,1932446721,Community Setting,454
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"10135 Lapeer Rd Davison, MI 48423 (43.015306, -83.513524)",10135 Lapeer Rd,,Davison,MI,48423,(734) 222-9800,1932446721,Community Setting,370
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"5219 W Pierson Rd Flushing, MI 48433 (43.060447, -83.781307)",5219 W Pierson Rd,,Flushing,MI,48433,(734) 222-9800,1932446721,Community Setting,473
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"12632 Pagels Dr Grand Blanc, MI 48439 (42.917087, -83.625257)",12632 Pagels Dr,,Grand Blanc,MI,48439,(734) 222-9800,1932446721,Community Setting,387
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"401 Mill St Flint, MI 48502 (43.020621498000025, -83.68645466699996)",401 Mill St,401 Mill St,Flint,MI,48502,(734) 222-9800,1932446721,Community Setting,455
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"411 E 3rd St Ste 2 Flint, MI 48503 (43.016117, -83.684661)",411 E 3rd St Ste 2,,Flint,MI,48503,(734) 222-9800,1932446721,Community Setting,459
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"4400 W Carpenter Rd Flint, MI 48504 (43.075132, -83.768814)",4400 W Carpenter Rd,,Flint,MI,48504,(734) 222-9800,1932446721,Community Setting,461
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"G3525 S Saginaw St Burton, MI 48529 (42.974773, -83.672754)",G3525 S Saginaw St,# G,Burton,MI,48529,(810) 222-3040,1932446721,Community Setting,911
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Healthplus Of Michigan,"2050 S Linden Rd Flint, MI 48532 (43.000803, -83.772663)",2050 S Linden Rd,Healthplus Of Michigan,Flint,MI,48532,(810) 230-2000,1932446721,Community Setting,418
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2071 S Graham Rd Flint, MI 48532 (42.999695, -83.752962)",2071 S Graham Rd,,Flint,MI,48532,(734) 222-9800,1932446721,Community Setting,419
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Genesee Health Plan,"2171 S Linden Rd Flint, MI 48532 (42.997225, -83.772565)",2171 S Linden Rd,Genesee Health Plan,Flint,MI,48532,(810) 232-7740,1932446721,Community Setting,425
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1575 Concentric Blvd Saginaw, MI 48604 (43.47836, -83.948073)",1575 Concentric Blvd,,Saginaw,MI,48604,(989) 746-7766,1932446721,Community Setting,912
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"701 S Greenville West Dr Ste 1 Greenville, MI 48838 (43.174341, -85.279665)",701 S Greenville West Dr Ste 1,,Greenville,MI,48838,(734) 222-9800,1932446721,Community Setting,484
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"925 W Grand River Ave Howell, MI 48843 (42.610415, -83.941423)",925 W Grand River Ave,,Howell,MI,48843,(734) 222-9800,1932446721,Community Setting,502
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1007 4th Ave Lake Odessa, MI 48849 (42.782476, -85.138153)",1007 4th Ave,Lake Odessa Community Library,Lake Odessa,MI,48849,(616) 374-4594,1932446721,Community Setting,369
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"231 S Broadway St Hastings, MI 49058 (42.647063, -85.290615)",231 S Broadway St,,Hastings,MI,49058,(734) 222-9800,1932446721,Community Setting,428
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Three Rivers Health System Inc,"Three Rivers Health System, Inc","701 S Health Pkwy Three Rivers, MI 49093 (41.934946, -85.647048)",701 S Health Pkwy,,Three Rivers,MI,49093,(269) 273-9607,1568739423,Administrative Location,713
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1201 E Michigan Ave Jackson, MI 49201 (42.25044, -84.389427)",1201 E Michigan Ave,Henry Ford Allegiance Diagnostic Ce,Jackson,MI,49201,(517) 788-7474,1932446721,Community Setting,384
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"536 N Jackson St Jackson, MI 49201 (42.254131, -84.408862)",536 N Jackson St,,Jackson,MI,49201,(734) 222-9800,1932446721,Community Setting,474
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Grass Lake Senior Center,"373 Lakeside Dr Grass Lake, MI 49240 (42.252537, -84.219067)",373 Lakeside Dr,Grass Lake Senior Center,Grass Lake,MI,49240,(517) 522-8466,1932446721,Community Setting,453
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"519 E Michigan Ave Grass Lake, MI 49240 (42.251971, -84.207506)",519 E Michigan Ave,,Grass Lake,MI,49240,(734) 222-9800,1932446721,Community Setting,472
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"305 W Elizabeth St Stockbridge, MI 49285 (42.450209, -84.182784)",305 W Elizabeth St,,Stockbridge,MI,49285,(734) 222-9800,1932446721,Community Setting,445
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Mercy Health Southwest Campus,"2373 64th St Sw Byron Center, MI 49315 (42.848881, -85.721278)",2373 64th St Sw,Mercy Health Southwest Campus,Byron Center,MI,49315,(616) 685-3900,1932446721,Community Setting,430
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"10047 Crossroad Ct Se Caledonia, MI 49316 (42.781069, -85.503409)",10047 Crossroad Ct Se,,Caledonia,MI,49316,(734) 222-9800,1932446721,Community Setting,367
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"250 Vine St Se Caledonia, MI 49316 (42.792194, -85.508903)",250 Vine St Se,,Caledonia,MI,49316,(734) 222-9800,1932446721,Community Setting,432
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"9185 Cherry Valley Ave Se Caledonia, MI 49316 (42.797983, -85.506995)",9185 Cherry Valley Ave Se,,Caledonia,MI,49316,(734) 222-9800,1932446721,Community Setting,501
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"9957 Cherry Valley Ave Se Caledonia, MI 49316 (42.784134, -85.506791)",9957 Cherry Valley Ave Se,,Caledonia,MI,49316,(734) 222-9800,1932446721,Community Setting,504
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Solon Center Wesleyan Church,"15671 Algoma Ave Ne Cedar Springs, MI 49319 (43.249519, -85.611197)",15671 Algoma Ave Ne,Solon Center Wesleyan Church,Cedar Springs,MI,49319,(616) 696-3229,1932446721,Community Setting,398
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Grant Area District Library,"122 S Elder Ave Grant, MI 49327 (43.33452902000005, -85.80187798699995)",122 S Elder Ave,Grant Area District Library,Grant,MI,49327,(231) 834-5713,1932446721,Community Setting,385
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"11535 Fulton St E Lowell, MI 49331 (42.930115, -85.383377)",11535 Fulton St E,Flat River Outreach Ministries,Lowell,MI,49331,(616) 897-8260,1932446721,Community Setting,381
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"111 Church St Middleville, MI 49333 (42.712918, -85.463208)",111 Church St,Middleville United Methodist Church,Middleville,MI,49333,(269) 795-9266,1932446721,Community Setting,377
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"90 Quarterline St Newaygo, MI 49337 (43.419261, -85.797371)",90 Quarterline St,Family Of God Community Church,Newaygo,MI,49337,(231) 652-6500,1932446721,Community Setting,498
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2885 10 Mile Rd Ne Rockford, MI 49341 (43.117019, -85.598202)",2885 10 Mile Rd Ne,,Rockford,MI,49341,(734) 222-9800,1932446721,Community Setting,441
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"515 E Division St Rockford, MI 49341 (43.117425, -85.546615)",515 E Division St,,Rockford,MI,49341,(734) 222-9800,1932446721,Community Setting,470
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"475 S State St Sparta, MI 49345 (43.150833, -85.710073)",475 S State St,,Sparta,MI,49345,(734) 222-9800,1932446721,Community Setting,463
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Grand Valley State University,"1 Campus Dr Facilities Services Allendale, MI 49401 (42.961387, -85.888943)",1 Campus Dr Facilities Services,Grand Valley State University,Allendale,MI,49401,(616) 331-5000,1932446721,Community Setting,364
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Allendale Public Library,"6175 Library Ln Allendale, MI 49401 (42.973706, -85.938584)",6175 Library Ln,Allendale Public Library,Allendale,MI,49401,(616) 895-5178,1932446721,Community Setting,478
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Coopersville United Methodist Churc,"105 68th Ave N Coopersville, MI 49404 (43.06188, -85.956831)",105 68th Ave N,Coopersville United Methodist Churc,Coopersville,MI,49404,(616) 997-9225,1932446721,Community Setting,372
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1401 W Main St Fremont, MI 49412 (43.467201, -85.968588)",1401 W Main St,Tamarac Wellness,Fremont,MI,49412,(231) 924-1600,1932446721,Community Setting,391
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Loutit District Library,"407 Columbus Ave Grand Haven, MI 49417 (43.063733, -86.226838)",407 Columbus Ave,Loutit District Library,Grand Haven,MI,49417,(616) 842-5560,1932446721,Community Setting,458
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Grandville Senior Neighbors Center,"3380 Division Ave Sw Grandville, MI 49418 (42.904169, -85.767589)",3380 Division Ave Sw,Grandville Senior Neighbors Center,Grandville,MI,49418,(616) 531-5250,1932446721,Community Setting,450
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Holland Community Hospital,Holland Community Hospital,"175 S Waverly Rd Holland, MI 49423 (42.791096, -86.077657)",175 S Waverly Rd,Holland Hospital - Center For Good,Holland,MI,49423,(616) 394-3344,1871672618,Administrative Location,264
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"480 State St Holland, MI 49423 (42.779366, -86.108009)",480 State St,,Holland,MI,49423,(734) 222-9800,1932446721,Community Setting,464
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1165 44th Ave Jenison, MI 49428 (42.883663, -85.81041)",1165 44th Ave,,Jenison,MI,49428,(734) 222-9800,1932446721,Community Setting,382
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"7100 8th Ave Georgetown Township, MI 49428 (42.898985, -85.801944)",7100 8th Ave,,Georgetown Township,MI,49428,(734) 222-9800,1932446721,Community Setting,486
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Muskegon Young Men'S Christian Association,Muskegon Young Mens Christian Assoc,"1115 3rd St Muskegon Ymca Muskegon MI 49441 (43.232027, -86.249862)",1115 3rd St,Muskegon Ymca,Muskegon,MI,49441,(231) 722-9622,1770033292,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1066 E Byron Rd Norton Shores, MI 49441 (43.165314, -86.218971)",1066 E Byron Rd,Bethel Baptist Church,Norton Shores,MI,49441,(231) 798-2018,1932446721,Community Setting,375
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1132 W Southern Ave Muskegon, MI 49441 (43.224441, -86.27127)",1132 W Southern Ave,,Muskegon,MI,49441,(734) 222-9800,1932446721,Community Setting,379
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1565 Huizenga St Muskegon, MI 49442 (43.223855, -86.218156)",1565 Huizenga St,First Wesleyan Church,Muskegon,MI,49442,(231) 777-1040,1932446721,Community Setting,397
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1500 E Sherman Blvd Muskegon, MI 49444 (43.205023, -86.207626)",1500 E Sherman Blvd,Mercy Health Campus,Muskegon,MI,49444,(231) 672-2000,1932446721,Community Setting,393
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"6401 Prairie St Norton Shores, MI 49444 (43.136893, -86.208166)",6401 Prairie St,,Norton Shores,MI,49444,(734) 222-9800,1932446721,Community Setting,481
