"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT","SUBGROUP - GENERAL","SUBGROUP - ACUTE CARE","SUBGROUP - ALCOHOL DRUG","SUBGROUP - CHILDRENS","SUBGROUP - LONG-TERM","SUBGROUP - PSYCHIATRIC","SUBGROUP - REHABILITATION","SUBGROUP - SHORT-TERM","SUBGROUP - SWING-BED APPROVED","SUBGROUP - PSYCHIATRIC UNIT","SUBGROUP - REHABILITATION UNIT","SUBGROUP - SPECIALTY HOSPITAL","SUBGROUP - OTHER","SUBGROUP - OTHER TEXT","REH CONVERSION FLAG","REH CONVERSION DATE","CAH OR HOSPITAL CCN"
O20080109000322,NE,00-09,PART A PROVIDER - HOSPITAL,1659461895,N,28T040,6901707447,NEBRASKA METHODIST HOSPITAL,NEBRASKA METHODIST HOSPITAL,03/17/1891,NE,CORPORATION,,N,8303 DODGE ST,,OMAHA,NE,681144108,HOSPITAL REHABILITATION UNIT,,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080109000497,CA,00-09,PART A PROVIDER - HOSPITAL,1386719086,N,050276,8628052974,CONTRA COSTA COUNTY,CONTRA COSTA REGIONAL MEDICAL CENTER,,,OTHER,LOCAL GOVERNMENT ENTITY,N,2500 ALHAMBRA AVE,,MARTINEZ,CA,945533156,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080109000517,MO,00-09,PART A PROVIDER - HOSPITAL,1649203506,N,26S040,1254248917,LESTER E COX MEDICAL CENTERS,COX MEDICAL CENTERS NORTH HOSPITAL,04/19/1923,MO,CORPORATION,,N,1423 N JEFFERSON AVE,,SPRINGFIELD,MO,658021917,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080109000567,CA,00-09,PART A PROVIDER - HOSPITAL,1942404165,N,05T168,1557316262,ST. JUDE HOSPITAL INC,PROVIDENCE ST. JUDE MEDICAL CENTER,01/08/1942,CA,CORPORATION,,N,101 E VALENCIA MESA DR,,FULLERTON,CA,928353809,HOSPITAL REHABILITATION UNIT,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080109000603,MO,00-09,PART A PROVIDER - HOSPITAL,1801821947,N,26T040,1254248917,LESTER E COX MEDICAL CENTERS,COX MEDICAL CENTERS MEYER ORTHOPEDIC AND REHABILITATION,04/19/1923,MO,CORPORATION,,N,3535 S NATIONAL AVE,,SPRINGFIELD,MO,658077310,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080109000712,IN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1770533994,N,151309,0143119859,"ST. VINCENT CLAY HOSPITAL, INC.",ASCENSION ST. VINCENT CLAY,07/10/2000,IN,CORPORATION,,N,1206 E NATIONAL AVE,,BRAZIL,IN,478342718,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080109000747,MO,00-09,PART A PROVIDER - HOSPITAL,1467412726,N,260183,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS MEDICAL CENTER,05/04/1972,MO,CORPORATION,,N,211 SAINT FRANCIS DR,,CAPE GIRARDEAU,MO,637035049,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE FACILITY,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080109000779,MO,00-09,PART A PROVIDER - HOSPITAL,1871522474,N,26T183,9931007929,SAINT FRANCIS MEDICAL CENTER,ST FRANCIS MEDICAL CENTER,05/04/1972,MO,CORPORATION,,N,211 SAINT FRANCIS DR,,CAPE GIRARDEAU,MO,637035049,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080109000842,IN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1467525634,N,15Z309,0143119859,"ST. VINCENT CLAY HOSPITAL, INC.",,07/10/2000,IN,CORPORATION,,N,1206 E NATIONAL AVE,,BRAZIL,IN,478342718,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080109000879,CA,00-09,PART A PROVIDER - HOSPITAL,1851458434,N,05S308,0042239238,EL CAMINO HOSPITAL,EL CAMINO HEALTH,11/16/1992,CA,CORPORATION,,N,2590 GRANT RD,FL 1,MOUNTAIN VIEW,CA,940404302,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080110000145,CA,00-09,PART A PROVIDER - HOSPITAL,1407828429,N,050438,8527953488,"PASADENA HOSPITAL ASSOCIATION, LTD.",HUNTINGTON HOSPITAL,02/29/1892,CA,CORPORATION,,N,100 W CALIFORNIA BLVD,,PASADENA,CA,911053010,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080110000315,HI,00-09,PART A PROVIDER - HOSPITAL,1184612764,N,120001,3476454067,THE QUEENS MEDICAL CENTER,,06/20/1859,HI,CORPORATION,,N,1301 PUNCHBOWL ST,,HONOLULU,HI,968132499,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,TRANSPLANT UNIT,N,,
O20080110000325,MD,00-09,PART A PROVIDER - HOSPITAL,1487695888,N,210040,6204739352,NORTHWEST HOSPITAL CENTER INC,,06/20/1984,MD,CORPORATION,,N,5401 OLD COURT ROAD,,RANDALLSTOWN,MD,211335103,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080110000400,CA,00-09,PART A PROVIDER - HOSPITAL,1063406551,N,050038,1254244973,COUNTY OF SANTA CLARA,SANTA CLARA VALLEY MEDICAL CENTER,07/16/1966,CA,OTHER,COUNTY GOVERNMENT OWNED,N,751 S BASCOM AVE,,SAN JOSE,CA,951282604,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080110000441,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1841234598,N,501305,3971591199,LINCOLN COUNTY HOSPITAL DISTRICT 3,,01/01/1962,WA,OTHER,GOVT TAXING DISTRICT,N,10 NICHOLLS ST,,DAVENPORT,WA,991229729,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080110000455,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1013027218,N,50Z305,3971591199,LINCOLN COUNTY HOSPITAL DISTRICT 3,,01/01/1962,WA,OTHER,GOVT TAXING DISTRICT,N,10 NICHOLLS ST,,DAVENPORT,WA,991229729,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080110000507,IL,00-09,PART A PROVIDER - HOSPITAL,1760542732,N,140228,5799698346,SWEDISHAMERICAN HOSPITAL,SWEDISH AMERICAN HOSPITAL,06/06/1911,IL,CORPORATION,,N,1401 E STATE ST,,ROCKFORD,IL,611042315,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080110000704,FL,00-09,PART A PROVIDER - HOSPITAL,1396926747,N,100307,2668553058,ST LUKES - ST VINCENTS HEALTHCARE,ASCENSION ST. VINCENT'S SOUTHSIDE,06/26/2007,FL,CORPORATION,,N,4201 BELFORT RD,,JACKSONVILLE,FL,322161431,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080111000160,MN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1942277835,N,241305,4981514692,AITKIN COMMUNITY HOSPITAL INC,RIVERWOOD HEALTH CARE CENTER,07/01/1948,MN,CORPORATION,,N,200 BUNKER HILL DR,,AITKIN,MN,564311865,OTHER HOSPITAL PRACTICE LOCATION,CRITICAL ACCESS,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080111000191,MN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1881608610,N,24Z373,2264327766,PERHAM HOSPITAL DISTRICT,PERHAM HEALTH,,,OTHER,PUBLIC ENTITY TAXING DISTRICT,N,1000 CONEY ST W,,PERHAM,MN,565732102,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080111000441,MN,00-09,PART A PROVIDER - HOSPITAL,1275585564,N,244002,9335135375,ANOKA METRO REGIONAL TREATMENT CENTER,,,,OTHER,GOVERNMENT,N,3301 7TH AVE,,ANOKA,MN,553034516,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080111000577,SC,00-09,PART A PROVIDER - HOSPITAL,1154373843,Y,420018,6800708330,PRISMA HEALTH-MIDLANDS,PRISMA HEALTH RICHLAND HOSPITAL,02/08/1998,SC,CORPORATION,,N,5 RICHLAND MEDICAL PARK DR,,COLUMBIA,SC,292036863,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080111000606,SC,00-09,PART A PROVIDER - HOSPITAL,1326095324,N,42S018,6800708330,PRISMA HEALTH-MIDLANDS,PRISMA HEALTH RICHLAND SPRINGS,02/09/1998,SC,CORPORATION,,N,"11 MEDICAL PARK, 3301 HARDEN STREET",,COLUMBIA,SC,292036813,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080111000655,IL,00-09,PART A PROVIDER - HOSPITAL,1548306343,N,140200,3577458009,ELMHURST MEMORIAL HOSPITAL,,03/28/1934,IL,CORPORATION,,N,155E BRUSH HILL RD,,ELMHURST,IL,601265658,,GENERAL,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080112000080,KY,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1003030487,N,18Z310,2365540465,CCMH CORPORATION,CARROLL COUNTY MEMORIAL HOSPITAL,10/16/1995,KY,CORPORATION,,N,309 11TH ST,,CARROLLTON,KY,410081435,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080112000144,OH,00-09,PART A PROVIDER - HOSPITAL,1972689172,N,360098,6002713922,"LAKE HOSPITAL SYSTEM, INC.",LAKE HEALTH,07/28/1983,OH,CORPORATION,,N,36000 EUCLID AVE,,WILLOUGHBY,OH,440944625,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20080112000166,OH,00-09,PART A PROVIDER - HOSPITAL,1285715144,N,360211,0244123834,TRINITY HOSPITAL HOLDING COMPANY,TRINITY MEDICAL CENTER EAST & TRINITY MEDICAL CENTER WEST,09/06/1996,OH,CORPORATION,,N,4000 JOHNSON RD,,STEUBENVILLE,OH,439522364,,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20080112000203,AK,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1215035787,N,021307,1759275902,CORDOVA COMMUNITY MEDICAL CENTER,CORDOVA COMMUNITY HOSPITAL,,,OTHER,GOVERNMENT,N,602 CHASE AVE,,CORDOVA,AK,995740160,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000096,OH,00-09,PART A PROVIDER - HOSPITAL,1679525919,N,369803,1850203555,THE CLEVELAND CLINIC FOUNDATION,CLEVELAND CLINIC,02/10/1921,OH,CORPORATION,,N,9500 EUCLID AVE,,CLEVELAND,OH,441950001,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,ORGAN TRANSPLANT,N,,
O20080114000208,PA,00-09,PART A PROVIDER - HOSPITAL,1568459436,N,390201,8224934773,POCONO MEDICAL CENTER,LEHIGH VALLEY HOSPITAL-POCONO,03/08/1915,PA,CORPORATION,,N,206 E BROWN ST,,EAST STROUDSBURG,PA,183013006,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000254,MD,00-09,PART A PROVIDER - HOSPITAL,1780650473,N,210028,4789589912,ST MARYS HOSPITAL OF ST MARYS COUNTY INC,MEDSTAR ST. MARY'S HOSPITAL,,MD,OTHER,NON-PROFIT,N,25500 POINT LOOKOUT RD,,LEONARDTOWN,MD,206502015,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000261,MD,00-09,PART A PROVIDER - HOSPITAL,1285672204,Y,210012,0941112346,"SINAI HOSPITAL OF BALTIMORE, INC",,01/01/1868,MD,CORPORATION,,N,2401 W BELVEDERE AVE,,BALTIMORE,MD,212155271,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20080114000318,PA,00-09,PART A PROVIDER - HOSPITAL,1366444507,Y,390001,9335104371,COMMUNITY MEDICAL CENTER,GEISINGER COMMUNITY MEDICAL CENTER,09/20/1962,PA,CORPORATION,,N,475 MORGAN HWY,,SCRANTON,PA,185082605,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000332,PA,00-09,PART A PROVIDER - HOSPITAL,1265495394,N,39S001,9335104371,COMMUNITY MEDICAL CENTER,,08/03/1962,PA,CORPORATION,,N,1800 MULBERRY STREET,COMM MED CTR PSYCH,SCRANTON,PA,185102369,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080114000466,IN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1285684829,N,151303,8325948011,"ST. VINCENT JENNINGS HOSPITAL, INC.",ASCENSION ST VINCENT JENNINGS,10/19/1990,IN,CORPORATION,,N,301 HENRY ST,,NORTH VERNON,IN,472651030,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000487,IN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1538236385,N,15Z303,8325948011,"ST. VINCENT JENNINGS HOSPITAL, INC.",ASCENSION ST. VINCENT JENNINGS,10/19/1990,IN,CORPORATION,,N,301 HENRY ST,,NORTH VERNON,IN,472651030,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080114000525,MD,00-09,PART A PROVIDER - HOSPITAL,1720099286,N,210003,3678474848,DIMENSIONS HEALTH CORPORATION,UNIVERSITY OF MARYLAND CAPITAL REGION MEDICAL CENTER,10/01/1982,MD,CORPORATION,,N,901 HARRY S TRUMAN DR N,,UPPER MARLBORO,MD,207745477,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20080114000661,GA,00-09,PART A PROVIDER - HOSPITAL,1720189517,N,110135,6800795154,TAYLOR REGIONAL HOSPITAL,,05/01/1937,GA,CORPORATION,,P,222 PERRY HWY,,HAWKINSVILLE,GA,310366748,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080114000760,GA,00-09,PART A PROVIDER - HOSPITAL,1013037910,N,11U135,6800795154,TAYLOR REGIONAL HOSPITAL,,06/28/1999,GA,CORPORATION,,P,222 PERRY HWY,,HAWKINSVILLE,GA,310366748,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080114000791,AK,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1396705539,N,021311,9436067618,PEACEHEALTH,KETCHIKAN MEDICAL CENTER,06/15/1976,WA,CORPORATION,,N,3100 TONGASS AVE,,KETCHIKAN,AK,999015746,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080115000257,GA,00-09,PART A PROVIDER - HOSPITAL,1053388256,N,110132,1658265137,HOSPITAL AUTHORITY OF THE CITY OF BAINBRIDGE AND DECATUR COUNTY,MEMORIAL HOSPITAL AND MANOR,,,OTHER,HOSPITAL AUTHORITY,N,1500 E SHOTWELL STREET,,BAINBRIDGE,GA,398194256,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080115000350,MA,00-09,PART A PROVIDER - HOSPITAL,1750360798,Y,220066,8729042239,THE MERCY HOSPITAL INC,MERCY MEDICAL CENTER,02/02/1898,MA,CORPORATION,,N,271 CAREW ST,,SPRINGFIELD,MA,011042377,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080115000414,MA,00-09,PART A PROVIDER - HOSPITAL,1750360798,N,22T066,8729042239,THE MERCY HOSPITAL INC,MERCY REHABILITATION HOSPITAL,02/02/1898,MA,CORPORATION,,N,271 CAREW ST,,SPRINGFIELD,MA,011042377,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080115000458,KY,00-09,PART A PROVIDER - HOSPITAL,1265539498,N,180130,9436149697,BAPTIST HEALTHCARE SYSTEM INC,BAPTIST HEALTH LOUISVILLE,09/17/1918,KY,CORPORATION,,N,4000 KRESGE WAY,,LOUISVILLE,KY,402074605,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20080115000466,PA,00-09,PART A PROVIDER - HOSPITAL,1821015462,Y,390219,4183525595,"LATROBE AREA HOSPITAL, INC.",EXCELA HEALTH LATROBE HOSPITAL,09/16/1963,PA,CORPORATION,,N,121 W 2ND AVE,1 MELLON WAY,LATROBE,PA,156501068,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,Y,"SHORT STAY PROCEDURE UNIT,OP ANCILLARY SERVICES",N,,
O20080115000543,GA,00-09,PART A PROVIDER - HOSPITAL,1053388256,N,11U132,1658265137,HOSPITAL AUTHORITY OF THE CITY OF BAINBRIDGE AND DECATUR COUNTY,MEMORIAL HOSPITAL AND MANOR,,,OTHER,HOSPITAL AUTHORITY,N,1500 E SHOTWELL STREET,,BAINBRIDGE,GA,398194256,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080115000634,KY,00-09,PART A PROVIDER - HOSPITAL,1295823524,N,18T130,9436149697,BAPTIST HEALTHCARE SYSTEM INC,BAPTIST HEALTH LOUISVILLE,09/17/1918,KY,CORPORATION,,N,4000 KRESGE WAY,,LOUISVILLE,KY,402074605,HOSPITAL REHABILITATION UNIT,,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080115000724,MS,00-09,PART A PROVIDER - HOSPITAL,1699714717,N,250099,1153399472,GREENWOOD LEFLORE HOSPITAL,,,,OTHER,GOVERNMENT OWNED,N,1401 RIVER RD,,GREENWOOD,MS,389304030,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080115000760,WI,00-09,PART A PROVIDER - HOSPITAL,1649246877,N,520097,7719871268,ST MARY'S HOSPITAL MEDICAL CENTER OF GREEN BAY INC-HOSPITAL SISTERS,ST. MARY'S HOSPITAL,06/01/1905,WI,CORPORATION,,N,1726 SHAWANO AVE,,GREEN BAY,WI,543033282,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080115000763,TX,00-09,PART A PROVIDER - HOSPITAL,1245422567,N,673032,2961583919,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROUND ROCK, LLC",ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROUND ROCK,,,LLC,,P,1400 HESTERS CROSSING RD,,ROUND ROCK,TX,786818025,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20080115000773,MD,00-09,PART A PROVIDER - HOSPITAL,1992701825,Y,210035,7618864976,CIVISTA MEDICAL CENTER INC,,09/16/1938,MD,CORPORATION,,P,5 GARRETT AVENUE,,LA PLATA,MD,206461070,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080116000271,MD,00-09,PART A PROVIDER - HOSPITAL,1477517225,Y,210023,1153222922,"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",,02/17/1902,MD,CORPORATION,,N,2001 MEDICAL PKWY,ATTN: CFO,ANNAPOLIS,MD,214013773,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080116000428,NM,00-09,PART A PROVIDER - HOSPITAL,1861450579,N,32U004,3173516606,OTERO COUNTY HOSPITAL ASSOCIATION,GERALD CHAMPION REGIONAL MEDICAL CENTER,01/09/1947,NM,CORPORATION,,N,2669 SCENIC DR,,ALAMOGORDO,NM,883108700,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080116000505,MA,00-09,PART A PROVIDER - HOSPITAL,1083776140,N,22S024,2163419383,HOLYOKE MEDICAL CENTER INC,HOLYOKE MEDICAL CENTER,03/06/1984,MA,CORPORATION,,N,575 BEECH ST,,HOLYOKE,MA,010402223,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080116000558,MO,00-09,PART A PROVIDER - HOSPITAL,1386619450,Y,260186,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL HEALTH SYSTEM,09/20/1973,MO,CORPORATION,,N,54 HOSPITAL DR,,OSAGE BEACH,MO,650653050,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080116000646,OH,00-09,PART A PROVIDER - HOSPITAL,1295808152,N,36T172,3577471101,MERCY HEALTH-REGIONAL MEDICAL CENTER LLC,MERCY HEALTH-LORAIN HOSPITAL REHABILITATION CENTER,09/22/1927,OH,LLC,,N,3700 KOLBE RD,,LORAIN,OH,440531611,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080117000016,IN,00-09,PART A PROVIDER - HOSPITAL,1205860335,N,150051,6709799851,INDIANA UNIVERSITY HEALTH BLOOMINGTON INC,IU HEALTH BLOOMINGTON HOSPITAL,03/24/1988,IN,CORPORATION,,N,2651 E DISCOVERY PKWY,,BLOOMINGTON,IN,474089059,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080117000163,PA,00-09,PART A PROVIDER - HOSPITAL,1063489342,N,390226,6305927229,THE PENNSYLVANIA HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYS,,04/30/1997,PA,CORPORATION,,N,800 SPRUCE ST,,PHILADELPHIA,PA,191076130,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,OUTPATIENT PRACTICES,N,,
O20080117000258,CA,00-09,PART A PROVIDER - HOSPITAL,1467459776,N,050351,9638087703,TORRANCE MEMORIAL MEDICAL CENTER,,10/18/1920,CA,CORPORATION,,N,3330 LOMITA BLVD,,TORRANCE,CA,905055002,OTHER HOSPITAL PRACTICE LOCATION,ACUTE HOSPITAL,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080117000265,AR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1992865513,N,04Z313,7315923620,"OZARK HEALTH, INC",OZARK HEALTH SWING BED,12/26/1968,AR,CORPORATION,,N,2500 HIGHWAY 65 S,,CLINTON,AR,720316588,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080117000330,PA,00-09,PART A PROVIDER - HOSPITAL,1306814348,N,39S226,6305927229,THE PENNSYLVANIA HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYS,,04/30/1997,PA,CORPORATION,,N,801 SPRUCE ST,,PHILADELPHIA,PA,191075701,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080117000338,OH,00-09,PART A PROVIDER - HOSPITAL,1942248737,N,360143,6507763661,MARYMOUNT HOSPITAL INC,,06/07/1961,OH,CORPORATION,,N,12300 MCCRACKEN RD,,GARFIELD HEIGHTS,OH,441252914,OTHER HOSPITAL PRACTICE LOCATION,ACUTE/GENERAL HOSPITAL,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080117000389,IL,00-09,PART A PROVIDER - HOSPITAL,1558391706,N,140063,7810882750,RUSH OAK PARK HOSPITAL INC,,03/27/1906,IL,CORPORATION,,N,520 S MAPLE AVE,,OAK PARK,IL,603041022,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080117000460,CA,00-09,PART A PROVIDER - HOSPITAL,1750358297,N,050146,3274614029,CITY OF HOPE NATIONAL MEDICAL CENTER,,09/28/1948,CA,CORPORATION,,N,1500 DUARTE RD,,DUARTE,CA,910103012,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,COMP CANCER CENTER,N,,
O20080117000508,MI,00-09,PART A PROVIDER - HOSPITAL,1417994468,N,23T036,8527969922,MYMICHIGAN MEDICAL CENTER ALPENA,,02/22/2005,MI,CORPORATION,,N,1501 W CHISHOLM ST,,ALPENA,MI,497071401,HOSPITAL REHABILITATION UNIT,,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080117000520,CA,00-09,PART A PROVIDER - HOSPITAL,1528041811,N,050026,4183518137,GROSSMONT HOSPITAL CORPORATION,SHARP HEALTHCARE,01/02/1991,CA,CORPORATION,,N,5555 GROSSMONT CENTER DR,,LA MESA,CA,919423019,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080117000667,OH,00-09,PART A PROVIDER - HOSPITAL,1679511463,N,36S143,6507763661,MARYMOUNT HOSPITAL INC,,06/07/1961,OH,CORPORATION,,N,12300 MCCRACKEN RD,,GARFIELD HEIGHTS,OH,441252914,HOSPITAL PSYCHIATRIC UNIT,,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080118000120,GA,00-09,PART A PROVIDER - HOSPITAL,1457396079,N,110161,9830007236,NORTHSIDE HOSPITAL INC,NORTHSIDE HOSPITAL ATLANTA,07/25/1991,GA,CORPORATION,,N,1000 JOHNSON FY RD NE,,ATLANTA,GA,303421606,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,,
