Enrollment ID,Legal Business Name,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Practice Location Phone Number,Specialty Name,Geographic Location Type Description,Geographic Location City Name,Geographic Location State Code,Geographic Location ZIP Code,State County Name
O20201222001525,"GRACE COMMUNITY HOME HEALTH, INC",229 POLARIS AVE,STE 5,MOUNTAIN VIEW,CA,94043-4579,(650) 784-0082,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,--
O20210114000258,SOLEO HEALTH INC,2100 RIVERCHASE CTR,--,HOOVER,AL,35244-1858,(205) 994-7103,HOME INFUSION THERAPY,RENDERING AREA,--,AL,--,--
O20210505001606,ADVANCE MEDICAL RX INC,9122 VALLEY BLVD,--,ROSEMEAD,CA,91770-1920,(626) 988-0818,HOME INFUSION THERAPY,RENDERING AREA,BURBANK,CA,--,--
O20210505001606,ADVANCE MEDICAL RX INC,9122 VALLEY BLVD,--,ROSEMEAD,CA,91770-1920,(626) 988-0818,HOME INFUSION THERAPY,RENDERING AREA,SANTA ANA,CA,--,--
O20211014002931,HOME HEALTH ADVANTAGE INC,16616 107TH ST,--,ORLAND PARK,IL,60467-8898,(630) 560-0176,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,--
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",484 NORRISTOWN RD,STE 122,BLUE BELL,PA,19422-2354,(267) 552-6625,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,CARBON
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC","6500 TABOR AVE, LAWNDALE BLDG.","APT 4118, 4120, 4122",PHILADELPHIA,PA,19111-5344,(267) 552-6655,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,DELAWARE
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",3800 SIERRA CIR,STE 200,CENTER VALLEY,PA,18034-8476,(215) 703-3522,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,LACKAWANNA
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",3800 SIERRA CIR,STE 200,CENTER VALLEY,PA,18034-8476,(215) 703-3522,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,LEBANON
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",484 NORRISTOWN RD,STE 122,BLUE BELL,PA,19422-2354,(267) 552-6625,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,LEBANON
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",35 N WALNUT ST,APT 122,BOYERTOWN,PA,19512-1030,(267) 878-0453,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,MONROE
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC","6500 TABOR AVE, LAWNDALE BLDG.","APT 4118, 4120, 4122",PHILADELPHIA,PA,19111-5344,(267) 552-6655,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,MONTGOMERY
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",3800 SIERRA CIR,STE 200,CENTER VALLEY,PA,18034-8476,(215) 703-3522,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,NORTHAMPTON
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",484 NORRISTOWN RD,STE 122,BLUE BELL,PA,19422-2354,(267) 552-6625,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,PHILADELPHIA
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",3800 SIERRA CIR,STE 200,CENTER VALLEY,PA,18034-8476,(215) 703-3522,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,SCHUYLKILL
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,RACINE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,JEFFERSON
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,JEFFERSON
O20201223001304,HORIZON HOME CARE & HOSPICE INC,3232 PLEASANT VALLEY RD,--,WEST BEND,WI,53095-9274,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,WALWORTH
O20201223001304,HORIZON HOME CARE & HOSPICE INC,13111 N PORT WASHINGTON RD,--,MEQUON,WI,53097-2416,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,OUTAGAMIE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,KENOSHA
O20201223001304,HORIZON HOME CARE & HOSPICE INC,11400 W LAKE PARK DR,--,MILWAUKEE,WI,53224-3035,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,KENOSHA
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,INDIO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MORTMAR,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,RANCHO DOS PALMAS,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ANZA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,DESERT CENTER,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,RANCHO MIRAGE,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,TWENTYNINE PALMS,CA,--,--
O20201201001821,OPTION CARE ENTERPRISES INC,6611 N BELT LINE RD STE 100,OPTION CARE,IRVING,TX,75063-6001,(800) 294-9003,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,--
O20210728002308,XINIM CORPORATION,1702 RIDGEWOOD AVE,STE C,HOLLY HILL,FL,32117-1783,(386) 677-7377 x 4,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,FLAGLER
O20210728002308,XINIM CORPORATION,1702 RIDGEWOOD AVE,STE C,HOLLY HILL,FL,32117-1783,(386) 677-7377 x 4,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,VOLUSIA
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,AMADOR
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,MERCED
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,MENDOCINO
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,TUOLUMNE
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,YUBA
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,BUTTE
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,FANNIN,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,VAN ZANDT,TX,--,--
O20201222001109,NUFACTOR INC,44900 WINCHESTER RD,--,TEMECULA,CA,92590-2579,(951) 375-2400,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,--
O20210218002436,KABAFUSION AL LLC,241 WINTON M BLOUNT LOOP,--,MONTGOMERY,AL,36117-3507,(800) 814-0992,HOME INFUSION THERAPY,RENDERING AREA,--,AL,--,--
O20210923002377,PATHWRITE INC,8601 CROSS PARK DR,STE 400,AUSTIN,TX,78754-4578,(512) 823-2000,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,BURNET
O20210923002377,PATHWRITE INC,8601 CROSS PARK DR,STE 400,AUSTIN,TX,78754-4578,(512) 823-2000,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,FAYETTE
O20210923002377,PATHWRITE INC,8601 CROSS PARK DR,STE 400,AUSTIN,TX,78754-4578,(512) 823-2000,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,GONZALES
O20210923002377,PATHWRITE INC,8601 CROSS PARK DR,STE 400,AUSTIN,TX,78754-4578,(512) 823-2000,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,MCLENNAN
O20201207002573,CRESCENT HEALTHCARE INC,25901 INDUSTRIAL BLVD,BLDG E,HAYWARD,CA,94545-2995,(800) 824-8400,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,DALLAS,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,DENTON,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,DENTON,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,11691 WESTHEIMER RD,STE 1B,HOUSTON,TX,77077-6709,(713) 860-1750,HOME INFUSION THERAPY,RENDERING AREA,DENTON,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,GRAYSON,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,11691 WESTHEIMER RD,STE 1B,HOUSTON,TX,77077-6709,(713) 860-1750,HOME INFUSION THERAPY,RENDERING AREA,TARRANT,TX,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MONTCLAIR,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,BANNING,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,WOODLAND HILLS,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ONTARIO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ORO GRANDE,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,PANORAMA CITY,CA,--,--
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,ATCHISON
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,COFFEY
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,JEFFERSON
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,LEAVENWORTH
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,MIAMI
O20201209000620,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,11300 CORPORATE AVE STE 160,UNIV OF KANSAS HOSP HOME INFUSION,LENEXA,KS,66219-1374,(913) 588-2600,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,WOODSON
O20210330002647,MAHONING VALLEY INFUSIONCARE INC,4891 BELMONT AVE,--,YOUNGSTOWN,OH,44505-1015,(330) 759-9487,HOME INFUSION THERAPY,RENDERING AREA,SALEM,OH,--,--
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,101 VALLEY ST,--,MARYSVILLE,PA,17053-1425,(717) 836-7985,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,PERRY
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,4641 POTTSVILLE PIKE,STE 106,READING,PA,19605-9707,(267) 552-6650,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,YORK
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,4641 POTTSVILLE PIKE,STE 106,READING,PA,19605-9707,(267) 552-6650,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,DAUPHIN
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,4641 POTTSVILLE PIKE,STE 106,READING,PA,19605-9707,(267) 552-6650,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,NORTHUMBERLAND
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,PHELAN,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,POWAY,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,RANCHO PALOS VERDES,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,STANTON,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,TUJUNGA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,VALERMO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,VERNON,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,WILDOMAR,CA,--,--
O20210119001760,TRINITY HOMECARE LLC,11402 15TH AVE,STE 1,COLLEGE POINT,NY,11356-1402,(800) 691-9979,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,--
O20210609003237,RED RIVER PHARMACY OF JONESBORO LLC,910 PROFESSIONAL ACRES DR,--,JONESBORO,AR,72401-4321,(870) 336-2195,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,CRITTENDEN
O20210609003237,RED RIVER PHARMACY OF JONESBORO LLC,910 PROFESSIONAL ACRES DR,--,JONESBORO,AR,72401-4321,(870) 336-2195,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,LAWRENCE
O20210609003237,RED RIVER PHARMACY OF JONESBORO LLC,910 PROFESSIONAL ACRES DR,--,JONESBORO,AR,72401-4321,(870) 336-2195,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,POINSETT
O20210609003237,RED RIVER PHARMACY OF JONESBORO LLC,910 PROFESSIONAL ACRES DR,--,JONESBORO,AR,72401-4321,(870) 336-2195,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,WOODRUFF
O20210413000440,PROMPTCARE HOME INFUSION LLC,41 SPRING ST,STE 103B,NEW PROVIDENCE,NJ,07974-1143,(866) 776-6782,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,AGUANGA,CA,--,--
O20200519000276,ACCEPTANCE HOME HEALTH LLC,10830 N CENTRAL EXPY,STE 255,DALLAS,TX,75231-1077,(214) 257-8585,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,--
O20210111002027,SOLEO HEALTH INC,1600 OAKBROOK DR,STE 560,NORCROSS,GA,30093-1848,(470) 226-2300,HOME INFUSION THERAPY,RENDERING AREA,--,GA,--,--
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,MONROE
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,PIKE
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,SUSQUEHANNA
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,SUSQUEHANNA
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,ELK GROVE VILLAGE,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,FOREST PARK,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,LINCOLNWOOD,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,MT. PROSPECT,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,SCHAUMBURG,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,SCHILLER PARK,IL,--,--
O20210607001695,RED RIVER PHARMACY OF LITTLE ROCK,1200 BUSINESS PARK DR,STE 1,LITTLE ROCK,AR,72204-2698,(501) 907-8949,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,FAULKNER
O20210607001695,RED RIVER PHARMACY OF LITTLE ROCK,1200 BUSINESS PARK DR,STE 1,LITTLE ROCK,AR,72204-2698,(501) 907-8949,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,GARLAND
O20210607001695,RED RIVER PHARMACY OF LITTLE ROCK,1200 BUSINESS PARK DR,STE 1,LITTLE ROCK,AR,72204-2698,(501) 907-8949,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,SALINE
O20210423000953,"CREDENCE HOME HEALTH SERVICES, INC.",9319 LBJ FWY,STE 203,DALLAS,TX,75243-3473,(972) 994-9200,HOME INFUSION THERAPY,RENDERING AREA,DENTON,TX,--,--
O20210423000953,"CREDENCE HOME HEALTH SERVICES, INC.",9319 LBJ FWY,STE 203,DALLAS,TX,75243-3473,(972) 994-9200,HOME INFUSION THERAPY,RENDERING AREA,GRAYSON,TX,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,ACTON,CA,--,--
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,DUPAGE
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,GRUNDY
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,MCHENRY
O20230411002450,CENTRO MEDICO DEL TURABO INC,PLAZA SAN PABLO II,70 CALLE SANTA CRUZ,BAYAMON,PR,00961-7052,(787) 720-1000,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PR,--,--
O20221128000976,"MEDILINK RXCARE HAMMONTON, LLC",44 S WHITE HORSE PIKE,--,HAMMONTON,NJ,08037-1845,(609) 956-1900,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,GLOUCESTER
O20221128000976,"MEDILINK RXCARE HAMMONTON, LLC",44 S WHITE HORSE PIKE,--,HAMMONTON,NJ,08037-1845,(609) 956-1900,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,MONMOUTH
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,NV,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,AK,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,OH,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,VT,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,WY,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,IRVINE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,PIRU,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,ALISO VIEJO,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,EAST IRVINE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,FONTANA,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,RIVERSIDE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,LAGUNA WOODS,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,POINT MUGU NAWC,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,GARDENA,CA,--,--
